Username,average_bet,max_bet,bet_volatility,total_sessions,win_rate,total_profit,loss_chase_rate
MakiGame,0.0325,0.0915,0.04347326764806161,5,0.3333333333333333,0.30210000000000004,0.3333333333333333
Makknyusz,0.05585393258426966,0.84,0.11310858625893706,19,0.9438202247191011,0.7839674999999999,0.4
Makskiled,0.00075,0.00075,0.0,10,0.5185185185185185,0.0017399999999999998,0.0
Malc,0.2766176470588235,1.125,0.3616794065282369,6,0.6470588235294118,0.22459499999999993,0.5
Malder78,0.89925,1.49925,0.33541019662496835,4,0.6,2.5264949999999997,1.0
Malfoy,0.0035625,0.00675,0.002741056886885578,7,0.875,0.0033599999999999997,0.0
Mammt,4.5,7.5,4.242640687119285,1,0.0,-9.0,1.0
Manarx1978,0.0055000000000000005,0.015000000000000001,0.008227241335952167,3,0.6666666666666666,-0.013237500000000001,0.0
ManisoBatu,0.06937499999999999,0.075,0.007954951288348663,2,0.5,-0.03135,1.0
Manja,5.779411764705882,30.0,8.187782606258727,6,0.5882352941176471,39.505185000000004,0.0
Mansur,0.0045487012987012986,0.060000000000000005,0.007954335023092979,16,0.38961038961038963,0.143205,0.40425531914893614
Marat7777,0.346875,0.7949999999999999,0.3654983755093858,3,0.5,1.1947875,1.0
MarcusTacus,0.375,0.375,0.0,1,1.0,0.1134375,0.0
Margoooooo,0.00075,0.00075,0.0,1,1.0,7.5e-06,0.0
Mariman22,0.00075,0.00075,0.0,1,1.0,0.000615,0.0
Mariy,0.0007500000000000001,0.00075,0.0,7,0.9166666666666666,-0.000285,0.0
MarkSukhinin,0.015000000000000001,0.015000000000000001,0.0,1,1.0,0.0020025,0.0
MarkT1me,0.045,0.045,0.0,1,1.0,0.0045000000000000005,0.0
MarkyWorld,0.613875,2.475,0.9081701554499575,6,1.0,0.69945,0.0
Marlboro,0.0675,0.0675,0.0,1,1.0,0.0135,0.0
Marphillips,0.10066666666666667,0.192,0.06125114794842624,3,0.5555555555555556,0.41293500000000005,0.75
Marselyaka,0.012,0.012,0.0,1,0.0,-0.012,0.0
Marsguy,0.16499999999999998,1.4625,0.32902716453204894,6,0.6842105263157895,-1.9832625,0.4
MartinBot,0.6507698019801981,2.1765,0.49138145274721196,24,0.8316831683168316,5.1981075,0.6470588235294118
MartinG,0.34732142857142856,4.6455,1.005240248469418,11,0.5714285714285714,2.09634,0.4444444444444444
Martu90,14.594999999999999,33.75,13.518903431861624,2,0.4,-40.49295,0.3333333333333333
MaseSpace,0.789,3.75,1.4259294994844591,6,0.42857142857142855,-1.307505,0.5
MaskedStash,0.075,0.075,0.0,1,1.0,0.0037500000000000003,0.0
Masonnnn7,0.28125,0.375,0.13258252147247765,1,0.5,-0.328125,0.0
Masterpipe6969,0.39570000000000005,1.5352500000000002,0.6476506436729605,2,0.4,-1.7389125000000003,0.3333333333333333
Matchuga,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.0014625,0.0
Matrix7,0.9375,1.5,0.795495128834866,2,1.0,0.4856475,0.0
Mattman,0.02251136363636364,0.5655,0.0718001423801109,18,0.6515151515151515,0.4815375,0.4782608695652174
MattyMagnificent,0.00075,0.00075,0.0,1,1.0,0.0011775,0.0
Max0nych,5.25,5.25,0.0,1,1.0,0.2625,0.0
Max333,0.41600000000000004,2.508,0.7071498186886769,8,0.5333333333333333,-3.7013024999999997,0.2857142857142857
MaxDegen,2.54925,8.24025,3.8029095933245634,4,0.75,4.826242499999999,0.0
Maxsorre,0.0022500000000000003,0.0022500000000000003,0.0,1,0.0,-0.0022500000000000003,0.0
Maxxx,0.012,0.012,0.0,1,1.0,0.0122925,0.0
Me16,0.0765,0.0765,0.0,1,0.0,-0.0765,0.0
Mechoj,0.15269230769230768,1.65375,0.3895138943435005,10,0.6153846153846154,1.24239,0.21428571428571427
MeddHF,8.25,15.0,9.545941546018392,1,0.0,-16.5,0.0
Mediana,80.83749999999999,300.0,108.37871533423895,3,0.5,-25.816229999999994,0.3333333333333333
Meeseeks,0.024,0.04425,0.013869931506680196,3,0.0,-0.12,0.25
MeesterPlusser,0.00309,0.01575,0.0036698944126500425,4,0.08,-0.02472,0.4090909090909091
Meggie1108,0.2544,0.6345,0.22900584053687364,4,0.6,0.5169675,1.0
MegureRain,0.02506578947368421,0.35325,0.08042011400664703,8,0.0,-0.47625,0.5555555555555556
Memet,0.37575,0.75,0.5292694257181308,2,0.5,0.036,0.0
MennoUpMyAss,6.661499999999999,6.661499999999999,0.0,1,1.0,2.065065,0.0
MeoworWoof,0.11841346153846154,2.25,0.4434721183023104,9,0.6538461538461539,-2.8365675,0.5
Meowth,0.012,0.012,0.0,1,1.0,0.003,0.0
Merc,0.6756275510204082,10.5,1.9454737574544352,18,0.7346938775510204,-1.6167749999999999,0.5384615384615384
MesterX,0.09409090909090909,0.72,0.1597999967491832,5,0.6818181818181818,0.7627650000000001,0.42857142857142855
Mexican,0.09,0.09,0.0,1,1.0,0.0468,0.0
Mezzah,31.875,75.0,32.185982973959334,3,1.0,108.07358249999999,0.0
MiDevil22,0.004050000000000001,0.009000000000000001,0.004518711099417621,1,1.0,0.0024225,0.0
MiamiDevil,0.4125,0.75,0.4772970773009196,2,0.0,-0.825,1.0
Mianmohsin,2.25,3.75,2.1213203435596424,2,0.5,0.0,0.0
MichaelDJ,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.007500000000000001,0.0
Michi,0.636,0.636,0.0,1,1.0,0.00636,0.0
MideMillions,6.375,18.75,8.5923294280422,8,0.3076923076923077,28.397302500000002,0.3333333333333333
MihajloJokic,0.0015,0.0015,0.0,1,0.0,-0.0015,0.0
Miheysan,0.004575000000000001,0.01125,0.003210334873498402,6,1.0,0.005385,0.0
Mihnikols,0.0050625,0.01125,0.0029116453375073984,8,0.875,-0.002340000000000001,0.0
Mike1998,4.5855,4.5855,0.0,1,1.0,0.09171,0.0
MikeAvramidis21,0.193875,0.375,0.25614943148482683,2,1.0,0.0474375,0.0
MikeT,0.9107013422818793,8.955,1.5505429856677921,28,0.44966442953020136,9.770309999999998,0.4691358024691358
Mikolkaparavoz,0.075,0.075,0.0,1,0.0,-0.075,0.0
Milan97,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.00075,0.0
Millioner,0.55275,3.039,1.0103102050985706,10,0.4,0.23145000000000038,0.5454545454545454
MindTaunt,0.15559090909090909,0.75,0.2295294989954252,5,0.36363636363636365,0.00030749999999997446,0.5
Mineplex,0.20508088235294117,1.5,0.3551238032127511,8,0.8529411764705882,0.16729499999999997,0.2
MinnieMouse,0.0037500000000000003,0.0037500000000000003,0.0,1,0.0,-0.0037500000000000003,0.0
Miraki,0.22597499999999998,0.83325,0.27244381301472054,6,0.6,1.1959425000000001,0.5
Mirata,0.0225,0.0225,0.0,1,0.0,-0.0225,0.0
Miroslav2002,0.15,0.15,0.0,1,1.0,0.1523625,0.0
Miserys,0.057374999999999995,0.17625,0.07126071348025001,3,0.375,-0.3560475,0.4
Misha7286,0.099,0.099,0.0,1,0.0,-0.099,0.0
MisterRaver,0.03916666666666666,0.09,0.023838398242525247,5,0.4074074074074074,-0.23362499999999997,0.4
Mistic85,4.942500000000001,18.75,7.878542060559175,4,0.6,13.750432500000002,0.0
Mizanbd,0.1171875,0.22499999999999998,0.08975879135215668,4,0.75,0.3230025,1.0
Mjpbaseball1,0.0375,0.0375,0.0,1,1.0,0.005625,0.0
MoJIog4uk,0.093,0.1485,0.07848885271170676,2,1.0,0.06525750000000001,0.0
MoMoneyMoProblem,19.823999999999998,27.36,10.657513406043643,2,0.5,11.157765000000001,1.0
Moist,0.075,0.075,0.0,1,1.0,0.0767925,0.0
Moleman420,0.0405,0.15975,0.03501167387732708,3,0.2857142857142857,0.059992500000000004,0.5
MommiesStrats,0.035124999999999997,0.10125,0.029292509902083097,3,0.08333333333333333,-0.17295000000000002,0.5
Monakzm99,0.24375,0.75,0.3375,3,1.0,0.0954525,0.0
MoneyLaundry,3.75,3.75,0.0,1,1.0,0.375,0.0
MoneyMaker,0.0033,0.033,0.0068211931852563915,7,0.9714285714285714,0.012217500000000001,0.0
Moneycame1,0.8560961538461538,1.7999999999999998,0.5621043287880887,10,0.5384615384615384,-2.7954675000000004,0.5
Moneyroller,0.19695454545454544,0.8647499999999999,0.3281149251700053,12,0.45454545454545453,-2.160615,0.3333333333333333
Monmon1233,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
Mooieman,0.0037500000000000003,0.0037500000000000003,0.0,2,1.0,0.0018750000000000001,0.0
MooseyMoose,0.29550000000000004,0.83325,0.2903320297521443,4,0.8571428571428571,0.421515,0.0
Morad1999,0.00075,0.00075,0.0,1,1.0,0.00015000000000000001,0.0
Morgana,0.00075,0.00075,0.0,4,0.7142857142857143,-0.001275,0.0
Morgannetworker,0.007302631578947369,0.0735,0.016429474476651627,11,0.8421052631578947,-0.005662500000000001,0.0
Morgausa,0.007276119402985074,0.10875,0.017281598985645928,19,0.5223880597014925,-0.11655,0.4375
Motenus,0.0022500000000000003,0.0022500000000000003,0.0,1,1.0,0.0005625000000000001,0.0
Moustiks,3.2150892857142854,37.5,10.068170819949573,5,0.9285714285714286,6.1882125,1.0
MoxsicK,0.0975,0.18075,0.11773327906756016,1,0.5,0.020205,0.0
Moyang,0.07725,0.07725,0.0,1,1.0,0.0023175,0.0
Mozikachal,8.524342105263157,153.6,35.141546486654285,6,0.47368421052631576,149.80098750000002,0.3333333333333333
MrCloud,21.75,21.75,0.0,1,1.0,2.077545,0.0
MrDark,2.25,3.0,1.0606601717798212,1,1.0,1.27695,0.0
MrFreeman,3.898,10.275,5.538252161106427,2,0.3333333333333333,40.571422500000004,1.0
MrFriendly,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
MrJaytato,0.012857142857142859,0.015000000000000001,0.0036596252735569997,2,1.0,0.01827,0.0
MrMiyagi,0.030000000000000002,0.030000000000000002,0.0,1,1.0,0.00462,0.0
MrPro,0.00675,0.00675,0.0,1,1.0,0.00135,0.0
Mtg69,0.013875,0.02325,0.013258252147247766,1,1.0,0.00981,0.0
Muggsy,1.500375,3.0,2.1207900134737527,2,1.0,3.1863149999999996,0.0
Muhammasdedsss,0.075,0.075,0.0,1,1.0,0.007500000000000001,0.0
MujhkoChodojay,6.027272727272727,14.25,3.5468375798987215,8,0.18181818181818182,-46.49724749999999,0.25
Mukhtar,1.6347692307692308,8.51325,2.194518911927553,6,0.38461538461538464,-2.8561199999999998,0.42857142857142855
Mushroomlol,7.5,7.5,0.0,1,1.0,0.75,0.0
MustyElbow,0.01875,0.01875,0.0,1,1.0,0.0061875,0.0
MyLastCoin,3.75,3.75,0.0,1,0.0,-3.75,0.0
MyOhMy,3.75,3.75,0.0,1,0.0,-3.75,0.0
Mylar,0.0011666666666666668,0.0045000000000000005,0.0012500000000000002,3,1.0,0.0018225,0.0
Mystiko,0.09,0.09,0.0,2,0.0,-0.18,0.0
MzTriple7s,3.34575,3.91575,0.8061017305526641,2,0.5,-2.6111475,0.0
N1ndy,0.34500000000000003,0.75,0.3515079124287247,5,0.5714285714285714,-0.43687499999999996,0.6666666666666666
NEONDOUGH,19.68208333333333,256.22249999999997,61.543987214550086,13,0.5555555555555556,10.765365000000001,0.8571428571428571
NEWGAMEE,0.4875,0.4875,0.0,1,1.0,0.7818824999999999,0.0
NOY1,0.011452702702702704,0.093,0.022762804534377352,9,0.8918918918918919,0.022777500000000006,0.0
NYAN_4_D_LULZ,3.89175,3.89175,0.0,1,0.0,-3.89175,0.0
NYAN_FTW,0.04125,0.075,0.047729707730091955,2,0.5,-0.07286999999999999,0.0
NYAN_HUNTER,62.917575,225.0,63.06614712788669,8,0.7,228.97363500000003,0.6666666666666666
NYAN_LULZ_HUNTER,0.5180833333333333,3.0,0.9611954308307963,3,0.1111111111111111,-0.16274999999999995,0.7142857142857143
NabilAmrani,1.7101287878787879,49.775999999999996,5.797931514834862,36,0.8080808080808081,23.03607,0.4473684210526316
Nady1991,0.11625,0.375,0.173799453393847,3,1.0,0.2356725,0.0
Namae,0.10074999999999999,0.4875,0.15794980413093268,3,0.2222222222222222,-0.8195025,0.5
Nanax,0.060000000000000005,0.060000000000000005,0.0,1,0.0,-0.060000000000000005,0.0
NanoMine,0.004875000000000001,0.007500000000000001,0.0037123106012293744,1,0.5,-0.0072075,0.0
NavTech,0.016295454545454547,0.0465,0.014155307388846322,2,1.0,0.031875,0.0
NavTech1,0.10518749999999999,0.62925,0.213294345163137,1,0.875,-0.5879325,0.0
Naveedsadiq,5.9971764705882356,75.0,18.238488042282295,8,0.35294117647058826,-74.332515,0.5
Nebelyng,0.02025,0.02025,0.0,1,0.0,-0.02025,0.0
Neel2706,0.0045000000000000005,0.0045000000000000005,0.0,1,0.0,-0.0045000000000000005,0.0
Neelenduguha,0.4595,3.75,1.0771597200508383,8,0.6,-2.6915849999999995,0.16666666666666666
NekoMajo,0.1755,0.1755,0.0,1,1.0,0.18376500000000004,0.0
Nekropeon,0.017099999999999997,0.075,0.03249067173820818,4,1.0,0.0172425,0.0
Neo827,1.4606249999999998,1.7249999999999999,0.3738827105523868,1,0.5,-0.8340000000000001,0.0
Nevada,0.21138636363636362,1.5030000000000001,0.4006796525266334,15,0.6363636363636364,0.7217325,0.3333333333333333
New_vI_chok_,2.5519285714285713,37.5,8.232102579665955,13,0.6190476190476191,1.9562324999999998,0.375
Newka,0.00525,0.00525,0.0,1,0.0,-0.00525,0.0
Newname55,0.001159090909090909,0.003,0.0009101698143253768,3,0.9090909090909091,0.0015675,0.0
Neyeshpapa,0.010012048192771085,0.20625000000000002,0.025229401874092824,14,0.0963855421686747,-0.44838000000000006,0.47297297297297297
Nic0le,1.0875,1.5,0.5833630944789018,2,1.0,0.7018274999999999,0.0
Nightwish,0.013666666666666667,0.1095,0.036005424938472815,3,0.4444444444444444,-0.108075,0.25
Nikhilbisht,0.0011250000000000001,0.0015,0.0005303300858899107,2,1.0,0.0015300000000000001,0.0
Nikitka,0.075,0.075,0.0,1,0.0,-0.075,0.0
Nikolaz,0.04125,0.12000000000000001,0.06820877876050853,1,0.6666666666666666,-0.11859000000000001,0.0
Nikoscha,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
Niloy1805,0.9375,1.5,0.795495128834866,2,1.0,3.4546949999999996,0.0
Nipar,0.375,0.375,0.0,1,0.0,-0.375,0.0
Nitesh_24,11.25,11.25,0.0,1,1.0,1.6215675,0.0
Nitrogen_system,0.0346875,0.0675,0.013258252147247768,3,0.125,-0.07500000000000001,0.14285714285714285
Nlthu,0.008625,0.00975,0.001590990257669732,2,0.0,-0.01725,1.0
No27,112.5,112.5,0.0,1,1.0,14.625,0.0
NoBBaGGu,0.08465624999999999,0.5175,0.1751110330159941,4,0.375,-0.43856249999999997,0.5
No_cakes_pls,0.014083333333333333,0.10650000000000001,0.02798966646052483,18,0.5277777777777778,0.2772375,0.35294117647058826
Nokia_N73,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
Nongboy,0.27787500000000004,0.75,0.24939799107961044,8,0.25,2.0505075,0.625
NooZy,4.471153846153846,7.5,2.8419420499694596,16,0.7692307692307693,-7.977779999999999,0.16666666666666666
Noop,51.75000000000001,51.75000000000001,0.0,1,0.0,-51.75000000000001,0.0
Noragami1491,0.11325,0.11325,0.0,1,1.0,0.37777499999999997,0.0
Nord,0.192,0.375,0.25880108191427637,2,1.0,0.0871575,0.0
Nosadzkee,0.04125,0.04125,0.0,1,0.0,-0.04125,0.0
Noss_,0.6,0.6,0.0,1,0.0,-0.6,0.0
NotMega,0.0037500000000000003,0.0037500000000000003,0.0,1,0.0,-0.0037500000000000003,0.0
NotThatTime,6.681964285714286,12.0,5.0972412890629935,5,0.7142857142857143,-8.70405,0.5
Notme10,4.125,7.5,4.772970773009196,1,1.0,1.2858749999999999,0.0
Notoriety,0.75,0.75,0.0,1,1.0,0.22499999999999998,0.0
Noventa,0.009923076923076923,0.0285,0.008736528090547358,4,1.0,0.013575,0.0
Novigator,0.0015,0.0015,0.0,1,1.0,0.00012,0.0
Novigator2,0.62625,3.75,1.5303187168037904,2,0.6666666666666666,0.63639,0.0
Nschneider172,0.015000000000000001,0.015000000000000001,0.0,1,1.0,0.005699999999999999,0.0
Nublish,0.0118125,0.048,0.016159224477501566,2,0.25,0.23479500000000003,0.6666666666666666
NuestroSantuario,4.125,7.5,4.772970773009196,2,0.0,-8.25,0.0
Nulakir,9.01425,22.5,9.762419388271535,2,0.2,-33.67125,0.3333333333333333
NullSec,8.25,15.0,9.545941546018392,2,0.5,-13.4825175,0.0
NulldB,3.75,3.75,0.0,1,1.0,1.1004,0.0
Nvcx,0.02625,0.045,0.026516504294495532,2,0.5,-0.0416025,0.0
NyanLuck,0.0129,0.075,0.02199943181084457,2,0.8,0.0081525,0.5
NyanTester,0.00075,0.00075,0.0,8,0.0,-0.0375,0.0
Nyev,1.17,1.17,0.0,1,1.0,0.152025,0.0
Nygma,0.75,0.75,0.0,1,1.0,0.3292275,0.0
OGSWAGMASTERBOI,0.067359375,0.75,0.18465912218531202,9,0.125,-0.9172725,0.5384615384615384
OSKOL,3.3007500000000003,3.3007500000000003,0.0,1,1.0,4.6301625,0.0
OVNI,0.030000000000000002,0.030000000000000002,0.0,1,1.0,0.0234675,0.0
Oah,0.75,0.75,0.0,1,0.0,-0.75,0.0
Obione,0.0054375000000000005,0.0195,0.006116064911362533,2,0.375,-0.0037425000000000015,0.5
ObviouslyRu,0.01275,0.01275,0.0,1,1.0,0.0001275,0.0
Occianbuster,0.3037941176470588,1.3860000000000001,0.3494050773647048,4,0.23529411764705882,-4.633575,0.25
Occult,0.01875,0.01875,0.0,1,0.0,-0.01875,0.0
Ocean12,6.0,6.0,0.0,1,0.0,-6.0,0.0
Ogyz_Tixonovich,0.19621875,0.75,0.2306511526983367,6,0.875,0.1343475,1.0
Oh_Hi_There123,0.51375,0.9375,0.29371010367367345,5,0.9,0.72327,1.0
Olafr,1.21575,7.5,2.643716244465355,6,0.9047619047619048,2.82153,0.5
Oleg_Sh,0.08650000000000001,0.1095,0.01991858428704209,2,1.0,0.058725,0.0
Olegoleg,0.004216216216216216,0.05025,0.008814674113643098,12,0.1891891891891892,0.09691499999999999,0.4482758620689655
Olexandr,0.6878048780487804,2.025,0.4337381825198351,25,0.2926829268292683,-4.3852875000000004,0.39285714285714285
Olga161,0.14816666666666667,0.75,0.24611633428116875,4,0.4444444444444444,-0.3345975,0.4
Olympusgod,0.008749999999999999,0.01125,0.003122498999199198,3,0.6666666666666666,0.015907499999999998,1.0
OmegaCloud,0.0375,0.0375,0.0,1,1.0,0.0055125,0.0
OmegaSquad,0.0015000000000000002,0.0022500000000000003,0.00047434164902525696,2,0.8333333333333334,-0.0005775000000000001,0.0
OmgItsBrki,1.5,1.5,0.0,1,0.0,-3.0,0.0
OnAMission,0.0022500000000000003,0.0022500000000000003,0.0,1,1.0,0.0022724999999999998,0.0
OnTheMoon22,0.8533471337579619,16.464,2.357417921738129,32,0.33121019108280253,-8.435722500000002,0.46153846153846156
OneLuckyChance,0.17500000000000002,0.375,0.17320508075688773,2,0.6666666666666666,-0.345,0.0
OnePunchWin,26.517500000000002,37.5,9.779713377701823,3,0.3333333333333333,-3.792810000000003,0.0
OneStepCloser,0.042374999999999996,0.05175,0.013258252147247766,1,0.0,-0.08474999999999999,0.0
Onecoin,0.541875,1.00875,0.41974478853227,3,0.75,14.21262,1.0
OphionBank,4.16625,4.16625,0.0,1,1.0,0.0416625,0.0
Opik,0.009000000000000001,0.024,0.010374246960623215,2,0.25,-0.0263775,0.3333333333333333
Orgame,1.876125,3.75,2.6500594391918835,2,0.5,-3.74547,0.0
OskieOskie,0.027749999999999997,0.027749999999999997,0.0,1,1.0,0.0177825,0.0
Osmoooz,0.15,0.22499999999999998,0.10606601717798213,2,0.5,-0.18443249999999997,0.0
Ossyman,0.16290000000000002,0.8250000000000001,0.19277672132732804,3,0.4666666666666667,-0.76488,0.7142857142857143
Ostaz2,0.006975,0.03675,0.008668568448559913,12,0.15,-0.1167,0.35294117647058826
Ozzy1,0.41895,1.5,0.6099828071347585,8,0.6,1.2893549999999998,0.25
PF1213,0.375375,0.75,0.5297997558040207,2,1.0,0.0545925,0.0
PIXI,0.0547610294117647,0.24975,0.07712839936415597,20,0.8382352941176471,-0.11122499999999998,0.3
PJDgang4TISKO,0.75,0.75,0.0,1,1.0,0.08866500000000001,0.0
PM_UR_TITS,0.028714285714285713,0.075,0.03359607757717303,5,0.2857142857142857,-0.0480675,0.5
PPPseudo,0.37445454545454554,2.079,0.568782524544551,2,0.36363636363636365,9.3831825,0.42857142857142855
PSN,0.00825,0.00825,0.0,1,0.0,-0.00825,0.0
Pa__V,0.05775,0.3,0.09654010662672795,4,0.4117647058823529,-0.91464,0.3333333333333333
Paladin,9.0,9.0,0.0,1,1.0,8.348527500000001,0.0
Pancake,0.05865,0.17024999999999998,0.06913519364260144,3,0.4,-0.2563875,0.6666666666666666
Pankaj,0.0037500000000000003,0.0037500000000000003,0.0,1,0.0,-0.007500000000000001,0.0
PapaGooby,2.63625,7.5,3.5332801686251827,3,0.5,-7.309785,0.0
PaperGun,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
Papy26,0.17566071428571428,0.75,0.19011397409344846,6,0.9285714285714286,0.09440250000000001,1.0
Paracetamol,0.7564875,9.70725,1.7447811595473912,16,0.0,-30.2595,0.5384615384615384
Parm,0.6749999999999999,0.8999999999999999,0.31819805153394637,2,0.0,-1.3499999999999999,0.0
Pasquale87,0.04399137931034482,0.5775,0.09886080243308391,21,0.46551724137931033,5.2257525,0.4666666666666667
PatataDeCampo,0.07785,0.24975,0.10611691665328389,3,0.6,0.10893,0.0
Patel1985,0.94678125,7.5,2.6479236792974095,3,0.625,9.022499999999999,0.3333333333333333
Patelji,0.15813970588235296,3.75,0.5402937830310485,21,0.27941176470588236,5.9510175,0.4375
Paullybhoy,0.008625,0.0375,0.01421245052761838,5,0.5,0.011984999999999997,1.0
Pavlik,0.002,0.0022500000000000003,0.00043301270189221946,1,0.3333333333333333,0.0053100000000000005,0.5
Pavyl,0.2025,0.75,0.2789758054025474,3,0.3333333333333333,0.9540674999999997,0.75
Peac3,0.8431666666666666,0.975,0.1146554621463801,7,0.0,-7.5885,0.5
PedgyTheGod,0.0024000000000000002,0.007500000000000001,0.0029240383034426893,3,0.8,0.0028500000000000005,0.0
Peking,0.8647499999999999,0.8647499999999999,0.0,1,0.0,-0.8647499999999999,0.0
Penguinski,0.00075,0.00075,0.0,1,1.0,0.0,0.0
PeopleLoveMe,0.12675,0.12975,0.004242640687119289,1,1.0,0.011565,0.0
Per4ik,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
Perchlorate,8.69225,75.0,24.884813301740884,6,0.0,-78.23025,0.25
Pershaaaa,0.50545,3.75,1.242336052707617,7,0.13333333333333333,5.1639375,0.5833333333333334
Peterson46,0.6555,0.6555,0.0,1,1.0,0.1755,0.0
PhexioScript,0.01875,0.01875,0.0,1,1.0,0.0001875,0.0
Phill2,0.022250000000000002,0.060000000000000005,0.0326946096474633,1,0.3333333333333333,-0.059160000000000004,1.0
Phresh97,0.375,0.375,0.0,1,1.0,0.2288175,0.0
Pierce,0.759375,1.5,1.0474019196325735,1,0.5,1.90938,1.0
Piggybankboy,1.5,2.25,1.0606601717798212,1,1.0,0.5561475,0.0
Pimpsta,0.06766666666666667,0.075,0.021064272392574385,6,0.7777777777777778,0.21652500000000005,0.14285714285714285
Pks,0.29296875,0.75,0.251079699746913,6,0.75,-0.6451275,0.5
Plankton,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
PlayForDrugs,0.025788461538461538,0.060750000000000005,0.0180222218599492,4,0.9230769230769231,-0.030105000000000003,0.0
PlebHF,3.195,7.5,2.7133005731028033,2,0.4,-12.2253525,0.3333333333333333
PlebHero,0.252,0.252,0.0,1,1.0,0.00756,0.0
Plebey,0.00165,0.0037500000000000003,0.0012323757543866239,2,0.0,-0.00825,0.75
PlushLemur,0.06375,0.06375,0.0,1,1.0,0.011167499999999999,0.0
Pms008,0.08437499999999999,0.11249999999999999,0.039774756441743296,1,1.0,0.042187499999999996,0.0
Pods,1.7127083333333335,26.4825,6.204305003412362,5,0.5555555555555556,-28.8417675,0.375
Pods2,0.13565,1.1925000000000001,0.2452752465124113,10,0.9666666666666667,0.2763825,1.0
Poisonleaf,0.0028636363636363638,0.00675,0.0020073727741865624,6,0.45454545454545453,0.019972500000000004,0.5
Pokeball99,0.009416666666666667,0.01425,0.002783882181415011,3,1.0,0.005565,0.0
PondBotBonus,0.0011250000000000001,0.0015,0.0005303300858899106,1,0.5,3.75000000000001e-05,1.0
PontiacFiero,0.1665,0.1665,0.0,1,0.0,-0.1665,0.0
Porsche12,12.75,21.75,12.727922061357855,2,1.0,0.3,0.0
PortableDiag,0.037875,0.075,0.052502678503101155,2,0.5,-0.07492499999999999,0.0
Positive_,0.0105,0.0105,0.0,1,0.0,-0.0105,0.0
PotRipper,0.24975,0.24975,0.0,1,1.0,0.1332075,0.0
PpT329392pPt,0.022875,0.0435,0.029168154723945083,1,0.5,0.041249999999999995,1.0
Pr0xy,0.02025,0.02025,0.0,1,1.0,0.0066974999999999995,0.0
PrawanSuntik,0.2959838709677419,0.75,0.23766856242363257,15,0.5483870967741935,1.4817525,0.46153846153846156
Priest,0.22762500000000002,0.28875,0.08644380400005543,1,1.0,0.4331775,0.0
PrisonBreak,0.003,0.003,0.0,1,0.0,-0.003,0.0
Prizmz,1.212,3.0,1.2407185418135735,5,1.0,0.8927775,0.0
ProfitKing,0.0022500000000000003,0.0037500000000000003,0.002121320343559643,2,1.0,0.002355,0.0
Profitable,0.022874999999999996,0.075,0.026165220236030882,4,0.6666666666666666,-0.021345000000000003,0.0
Profitz,0.06237500000000001,0.4995,0.14175877798698616,4,0.3333333333333333,-0.5636625000000001,0.2857142857142857
Provably197x,0.00075,0.00075,0.0,19,0.4957983193277311,-0.0013124999999999994,0.0
Providence,0.11249999999999999,0.11249999999999999,0.0,1,0.0,-0.11249999999999999,0.0
Proxladnyi,0.028,0.07725,0.04273245253902472,2,1.0,0.008467500000000001,0.0
Psihoz,0.0015,0.0015,0.0,1,0.0,-0.0015,0.0
Psycho,1.50675,1.7580000000000002,0.3553211575462404,2,0.0,-3.0135,1.0
PsychoScript,0.010125,0.0135,0.004772970773009196,1,1.0,0.002385,0.0
Psychopath,19.5,37.5,25.45584412271571,2,0.5,6.0,0.0
PunchShot,0.0022500000000000003,0.0022500000000000003,0.0,1,0.0,-0.0022500000000000003,0.0
PureScripter,0.00525,0.00825,0.00343693177121688,2,0.0,-0.01575,1.0
PussyPrint,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
PutraLangit,0.06375,0.075,0.022499999999999996,2,0.75,0.137955,1.0
Pycckoe,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
PyramidGalaxy,0.03375,0.07575,0.030289230759463007,4,0.4,-0.05634,0.6666666666666666
QQOQQ,1.4293125,2.34225,0.8072635199394309,2,0.0,-5.71725,0.3333333333333333
QQQOQQQ,11.52,11.52,0.0,1,0.0,-11.52,0.0
Qpot80,0.22499999999999998,0.75,0.22810359488618326,4,0.4444444444444444,-0.7731225,0.2
Queen,0.25477500000000003,2.20575,0.6865601803556627,2,0.8,-1.8854625000000003,0.5
Quickman,1.37525,3.75,2.06508932918167,3,1.0,0.164415,0.0
QuietKings,0.2525,0.375,0.21217622392718746,1,1.0,0.09269999999999999,0.0
Qusja22,0.0037500000000000003,0.0037500000000000003,0.0,1,0.0,-0.0037500000000000003,0.0
R3he4tdLftovr5,0.075,0.075,0.0,2,0.6666666666666666,0.006000000000000005,0.0
